,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YFTicker,EPS
1586,TOKYOPLAST,Tokyo Plast International Limited,EQ,11-Oct-95,10,1,INE932C01012,10,TOKYOPLAST.NS,-0.17
1587,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-Nov-02,5,1,INE685A01028,5,TORNTPHARM.NS,73.98
1588,TORNTPOWER,Torrent Power Limited,EQ,28-Nov-06,10,1,INE813H01021,10,TORNTPOWER.NS,12.88
1589,TOTAL,Total Transport Systems Limited,EQ,28-Aug-20,10,1,INE336X01012,10,TOTAL.NS,-2.576
1590,TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-Jan-20,10,1,INE486Y01013,10,TOUCHWOOD.NS,-0.916
1591,TPLPLASTEH,TPL Plastech Limited,EQ,20-May-15,10,1,INE413G01014,10,TPLPLASTEH.NS,0
1592,TRAIL-RE,Texmaco Rail & Eng-RE,BE,01-Nov-21,1,1,INE621L20012,1,TRAIL-RE.NS,0
1593,TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-Aug-11,10,1,INE040M01013,10,TREEHOUSE.NS,-8.083
1594,TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-Dec-18,10,1,INE00CA01015,10,TREJHARA.NS,9.39
1595,TRENT,Trent Limited,EQ,07-Jun-04,1,1,INE849A01020,1,TRENT.NS,-4.11
1596,TRF,TRF Limited,BE,26-Mar-10,10,1,INE391D01019,10,TRF.NS,-84.61
1597,TRIDENT,Trident Limited,EQ,21-Feb-01,1,1,INE064C01022,1,TRIDENT.NS,0.539
1598,TRIGYN,Trigyn Technologies Limited,EQ,09-Apr-98,10,1,INE948A01012,10,TRIGYN.NS,20.11
1599,TRIL,Transformers And Rectifiers (India) Limited,EQ,28-Dec-07,1,1,INE763I01026,1,TRIL.NS,0.53
1600,TRITURBINE,Triveni Turbine Limited,EQ,28-Oct-11,1,1,INE152M01016,1,TRITURBINE.NS,2.876
1601,TRIVENI,Triveni Engineering & Industries Limited,EQ,13-Dec-05,1,1,INE256C01024,1,TRIVENI.NS,14.063
1602,TTKHLTCARE,TTK Healthcare Limited,EQ,02-Dec-15,10,1,INE910C01018,10,TTKHLTCARE.NS,32.87
1603,TTKPRESTIG,TTK Prestige Limited,EQ,22-Dec-99,10,1,INE690A01010,10,TTKPRESTIG.NS,115.68
1604,TTL,T T Limited,EQ,22-Feb-07,10,1,INE592B01016,10,TTL.NS,-2.614
1605,TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-00,10,1,INE517B01013,10,TTML.NS,-10.214
1606,TV18BRDCST,TV18 Broadcast Limited,EQ,08-Feb-07,2,1,INE886H01027,2,TV18BRDCST.NS,2.66
1607,TVSELECT,TVS Electronics Limited,EQ,26-Dec-03,10,1,INE236G01019,10,TVSELECT.NS,-5.789
1608,TVSMOTOR,TVS Motor Company Limited,EQ,02-Aug-00,1,1,INE494B01023,1,TVSMOTOR.NS,12.51
1609,TVSSRICHAK,TVS Srichakra Limited,EQ,13-Feb-07,10,1,INE421C01016,10,TVSSRICHAK.NS,96.54
1610,TVTODAY,TV Today Network Limited,EQ,16-Jan-04,5,1,INE038F01029,5,TVTODAY.NS,20.629
1611,TVVISION,TV Vision Limited,EQ,15-Sep-16,10,1,INE871L01013,10,TVVISION.NS,-15.16
1612,TWL,Titagarh Wagons Limited,EQ,21-Apr-08,2,1,INE615H01020,2,TWL.NS,-1.28
1613,UBL,United Breweries Limited,EQ,28-Jul-08,1,1,INE686F01025,1,UBL.NS,4.28
1614,UCALFUEL,Ucal Fuel Systems Limited,EQ,13-Sep-95,10,1,INE139B01016,10,UCALFUEL.NS,9.844
1615,UCOBANK,UCO Bank,EQ,09-Oct-03,10,1,INE691A01018,10,UCOBANK.NS,0.17
1616,UFLEX,UFLEX Limited,EQ,23-Aug-95,10,1,INE516A01017,10,UFLEX.NS,93.985
1617,UFO,UFO Moviez India Limited,EQ,14-May-15,10,1,INE527H01019,10,UFO.NS,-30.084
1618,UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-Aug-10,1,1,INE071E01023,1,UGARSUGAR.NS,1.52
1619,UGROCAP,Ugro Capital Limited,EQ,11-Aug-21,10,1,INE583D01011,10,UGROCAP.NS,0
1620,UJAAS,Ujaas Energy Limited,EQ,20-Oct-11,1,1,INE899L01022,1,UJAAS.NS,0.597
1621,UJJIVAN,Ujjivan Financial Services Limited,EQ,10-May-16,10,1,INE334L01012,10,UJJIVAN.NS,-16.34
1622,UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-Dec-19,10,1,INE551W01018,10,UJJIVANSFB.NS,0.05
1623,ULTRACEMCO,UltraTech Cement Limited,EQ,24-Aug-04,10,1,INE481G01011,10,ULTRACEMCO.NS,189.33
1624,UMANGDAIRY,Umang Dairies Limited,EQ,02-Dec-15,5,1,INE864B01027,5,UMANGDAIRY.NS,1.86
1625,UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-Jul-10,1,1,INE240C01028,1,UMESLTD.NS,0.01
1626,UNICHEMLAB,Unichem Laboratories Limited,EQ,07-Feb-01,2,1,INE351A01035,2,UNICHEMLAB.NS,4.88
1627,UNIDT,United Drilling Tools Limited,EQ,25-Sep-20,10,1,INE961D01019,10,UNIDT.NS,18.048
1628,UNIENTER,Uniphos Enterprises Limited,EQ,23-Jan-04,2,1,INE037A01022,2,UNIENTER.NS,3.52
1629,UNIONBANK,Union Bank of India,EQ,24-Sep-02,10,1,INE692A01016,10,UNIONBANK.NS,4.47
1630,UNITECH,Unitech Limited,BZ,08-Sep-99,2,1,INE694A01020,2,UNITECH.NS,-5.942
1631,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-15,10,1,INE458F01011,10,UNITEDTEA.NS,24.51
1632,UNIVASTU,Univastu India Limited,EQ,22-Jun-20,10,1,INE562X01013,10,UNIVASTU.NS,2.882
1633,UNIVCABLES,Universal Cables Limited,EQ,17-May-95,10,1,INE279A01012,10,UNIVCABLES.NS,12.044
1634,UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-Feb-20,10,1,INE03V001013,10,UNIVPHOTO.NS,56.183
1635,UPL,UPL Limited,EQ,23-Jan-04,2,1,INE628A01036,2,UPL.NS,31.735
1636,URJA,Urja Global Limited,EQ,28-Mar-17,1,1,INE550C01020,1,URJA.NS,0.017
1637,USHAMART,Usha Martin Limited,EQ,11-Oct-00,1,1,INE228A01035,1,USHAMART.NS,4.91
1638,UTIAMC,UTI Asset Management Company Limited,EQ,12-Oct-20,10,1,INE094J01016,10,UTIAMC.NS,38.97
1639,UTTAMSTL,Uttam Galva Steels Limited,EQ,25-May-95,10,1,INE699A01011,10,UTTAMSTL.NS,-46.314
1640,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-Apr-06,10,1,INE786F01031,10,UTTAMSUGAR.NS,15.67
1641,V2RETAIL,V2 Retail Limited,BE,04-Jul-07,10,1,INE945H01013,10,V2RETAIL.NS,-4.322
1642,VADILALIND,Vadilal Industries Limited,EQ,15-Jun-11,10,1,INE694D01016,10,VADILALIND.NS,-36.1
1643,VAIBHAVGBL,Vaibhav Global Limited,EQ,05-Apr-04,2,1,INE884A01027,2,VAIBHAVGBL.NS,16.318
1644,VAISHALI,Vaishali Pharma Limited,EQ,15-Jan-20,10,1,INE972X01014,10,VAISHALI.NS,0.99
1645,VAKRANGEE,Vakrangee Limited,EQ,03-Apr-06,1,1,INE051B01021,1,VAKRANGEE.NS,0.59
1646,VALIANTORG,Valiant Organics Limited,EQ,23-Jul-21,10,1,INE565V01010,10,VALIANTORG.NS,40.97
1647,VARDHACRLC,Vardhman Acrylics Limited,EQ,30-Sep-03,10,1,INE116G01013,10,VARDHACRLC.NS,5.34
1648,VARDMNPOLY,Vardhman Polytex Limited,EQ,12-May-03,10,1,INE835A01011,10,VARDMNPOLY.NS,47.584
1649,VARROC,Varroc Engineering Limited,EQ,06-Jul-18,1,1,INE665L01035,1,VARROC.NS,-46.75
1650,VASCONEQ,Vascon Engineers Limited,EQ,15-Feb-10,10,1,INE893I01013,10,VASCONEQ.NS,-2.27
1651,VASWANI,Vaswani Industries Limited,EQ,20-Sep-11,10,1,INE590L01019,10,VASWANI.NS,3.28
1652,VBL,Varun Beverages Limited,EQ,08-Nov-16,10,1,INE200M01013,10,VBL.NS,9.318
1653,VEDL,Vedanta Limited,EQ,13-May-98,1,1,INE205A01025,1,VEDL.NS,31.13
1654,VENKEYS,Venky's (India) Limited,EQ,28-Jul-03,10,1,INE398A01010,10,VENKEYS.NS,66.098
1655,VENUSREM,Venus Remedies Limited,EQ,20-Dec-06,10,1,INE411B01019,10,VENUSREM.NS,50.04
1656,VERTOZ,Vertoz Advertising Limited,EQ,14-May-20,10,1,INE188Y01015,10,VERTOZ.NS,6.84
1657,VESUVIUS,Vesuvius India Limited,EQ,04-Oct-02,10,1,INE386A01015,10,VESUVIUS.NS,24.89
1658,VETO,Veto Switchgears And Cables Limited,EQ,29-Apr-15,10,1,INE918N01018,10,VETO.NS,6.263
1659,VGUARD,V-Guard Industries Limited,EQ,13-Mar-08,1,1,INE951I01027,1,VGUARD.NS,4.65
1660,VHL,Vardhman Holdings Limited,EQ,30-Jun-05,10,1,INE701A01023,10,VHL.NS,405.8
1661,VICEROY,Viceroy Hotels Limited,BZ,21-Aug-07,10,1,INE048C01017,10,VICEROY.NS,-6.323
1662,VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-16,1,1,INE632C01026,1,VIDHIING.NS,7.33
1663,VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-Sep-21,1,1,INE043W01024,1,VIJAYA.NS,0
1664,VIJIFIN,Viji Finance Limited,EQ,11-Jul-16,1,1,INE159N01027,1,VIJIFIN.NS,
1665,VIKASECO,Vikas EcoTech Limited,EQ,12-Dec-11,1,1,INE806A01020,1,VIKASECO.NS,-0.359
1666,VIKASLIFE,Vikas Lifecare Limited,EQ,08-May-19,1,1,INE161L01027,1,VIKASLIFE.NS,0.021
1667,VIKASPROP,Vikas Proppant & Granite Limited,EQ,19-Aug-19,1,1,INE767B01022,1,VIKASPROP.NS,0.077
1668,VIKASWSP,Vikas WSP Limited,EQ,10-May-95,1,1,INE706A01022,1,VIKASWSP.NS,0.575
1669,VIMTALABS,Vimta Labs Limited,EQ,15-Dec-05,2,1,INE579C01029,2,VIMTALABS.NS,9.68
1670,VINATIORGA,Vinati Organics Limited,EQ,28-Jul-09,1,1,INE410B01037,1,VINATIORGA.NS,26.2
1671,VINDHYATEL,Vindhya Telelinks Limited,EQ,08-Feb-95,10,1,INE707A01012,10,VINDHYATEL.NS,170.486
1672,VINEETLAB,Vineet Laboratories Limited,EQ,15-Jun-21,10,1,INE505Y01010,10,VINEETLAB.NS,
1673,VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-Jul-08,1,1,INE250B01029,1,VINYLINDIA.NS,6.19
1674,VIPCLOTHNG,VIP Clothing Limited,EQ,06-Aug-07,2,1,INE450G01024,2,VIPCLOTHNG.NS,-1.694
1675,VIPIND,VIP Industries Limited,EQ,02-Mar-05,2,1,INE054A01027,2,VIPIND.NS,-5.958
1676,VIPULLTD,Vipul Limited,EQ,23-Apr-15,1,1,INE946H01037,1,VIPULLTD.NS,-5.725
1677,VISAKAIND,Visaka Industries Limited,EQ,28-Aug-96,10,1,INE392A01013,10,VISAKAIND.NS,67.63
1678,VISASTEEL,Visa Steel Limited,EQ,17-Mar-06,10,1,INE286H01012,10,VISASTEEL.NS,-14.383
1679,VISHAL,Vishal Fabrics Limited,EQ,19-Aug-19,5,1,INE755Q01025,5,VISHAL.NS,2.75
1680,VISHNU,Vishnu Chemicals Limited,EQ,05-Mar-15,10,1,INE270I01014,10,VISHNU.NS,28.875
1681,VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-Oct-19,2,1,INE430N01022,2,VISHWARAJ.NS,2.11
1682,VIVIDHA,Visagar Polytex Limited,EQ,21-May-13,1,1,INE370E01029,1,VIVIDHA.NS,0.017
1683,VIVIMEDLAB,Vivimed Labs Limited,EQ,17-Aug-05,2,1,INE526G01021,2,VIVIMEDLAB.NS,-13.412
1684,VLSFINANCE,VLS Finance Limited,EQ,25-May-95,10,1,INE709A01018,10,VLSFINANCE.NS,51.429
1685,VMART,V-Mart Retail Limited,EQ,20-Feb-13,10,1,INE665J01013,10,VMART.NS,-3.37
1686,VOLTAMP,Voltamp Transformers Limited,EQ,20-Sep-06,10,1,INE540H01012,10,VOLTAMP.NS,91.62
1687,VOLTAS,Voltas Limited,EQ,12-Apr-95,1,1,INE226A01021,1,VOLTAS.NS,13.481
1688,VRLLOG,VRL Logistics Limited,EQ,30-Apr-15,10,1,INE366I01010,10,VRLLOG.NS,4.99
1689,VSSL,Vardhman Special Steels Limited,EQ,17-May-12,10,1,INE050M01012,10,VSSL.NS,5.272
1690,VSTIND,VST Industries Limited,EQ,05-Sep-03,10,1,INE710A01016,10,VSTIND.NS,201.27
1691,VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-Jun-11,10,1,INE764D01017,10,VSTTILLERS.NS,105.064
1692,VTL,Vardhman Textiles Limited,EQ,14-Jan-03,10,1,INE825A01012,10,VTL.NS,54.902
1693,WABAG,VA Tech Wabag Limited,EQ,13-Oct-10,2,1,INE956G01038,2,WABAG.NS,18.83
1694,WABCOINDIA,WABCO India Limited,EQ,01-Oct-08,5,1,INE342J01019,5,WABCOINDIA.NS,54.73
1695,WALCHANNAG,Walchandnagar Industries Limited,EQ,18-Sep-96,2,1,INE711A01022,2,WALCHANNAG.NS,-16.79
1696,WANBURY,Wanbury Limited,BE,29-Jan-07,10,1,INE107F01022,10,WANBURY.NS,23.501
1697,WATERBASE,Waterbase Limited,EQ,08-Feb-95,10,1,INE054C01015,10,WATERBASE.NS,1.43
1698,WEALTH,Wealth First Portfolio Managers Limited,BE,20-Jan-21,10,1,INE658T01017,10,WEALTH.NS,12.083
1699,WEBELSOLAR,Websol Energy System Limited,EQ,15-May-07,10,1,INE855C01015,10,WEBELSOLAR.NS,19.3
1700,WEIZMANIND,Weizmann Limited,EQ,10-May-95,10,1,INE080A01014,10,WEIZMANIND.NS,3.459
1701,WELCORP,Welspun Corp Limited,EQ,24-May-05,5,1,INE191B01025,5,WELCORP.NS,20.376
1702,WELENT,Welspun Enterprises Limited,EQ,04-Nov-04,10,1,INE625G01013,10,WELENT.NS,8.6
1703,WELINV,Welspun Investments and Commercials Limited,EQ,20-Sep-10,10,1,INE389K01018,10,WELINV.NS,2.17
1704,WELSPUNIND,Welspun India Limited,EQ,04-Dec-03,1,1,INE192B01031,1,WELSPUNIND.NS,5.37
1705,WENDT,Wendt (India) Limited,EQ,07-Aug-06,10,1,INE274C01019,10,WENDT.NS,63.83
1706,WESTLIFE,Westlife Development Ltd,EQ,19-Aug-19,2,1,INE274F01020,2,WESTLIFE.NS,-6.38
1707,WHEELS,Wheels India Limited,EQ,07-Apr-00,10,1,INE715A01015,10,WHEELS.NS,0.76
1708,WHIRLPOOL,Whirlpool of India Limited,EQ,06-Apr-10,10,1,INE716A01013,10,WHIRLPOOL.NS,27.73
1709,WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-Feb-95,10,1,INE210A01017,10,WILLAMAGOR.NS,-33.559
1710,WINDLAS,Windlas Biotech Limited,EQ,16-Aug-21,5,1,INE0H5O01029,5,WINDLAS.NS,
1711,WINDMACHIN,Windsor Machines Limited,EQ,17-Aug-11,2,1,INE052A01021,2,WINDMACHIN.NS,-4.21
1712,WIPL,The Western India Plywoods Limited,BE,17-Apr-17,10,1,INE215F01023,10,WIPL.NS,-0.573
1713,WIPRO,Wipro Limited,EQ,08-Nov-95,2,1,INE075A01022,2,WIPRO.NS,19.07
1714,WOCKPHARMA,Wockhardt Limited,EQ,23-Feb-00,5,1,INE049B01025,5,WOCKPHARMA.NS,61.95
1715,WONDERLA,Wonderla Holidays Limited,EQ,09-May-14,10,1,INE066O01014,10,WONDERLA.NS,-8.83
1716,WORTH,Worth Peripherals Limited,EQ,04-Aug-20,10,1,INE196Y01018,10,WORTH.NS,10.15
1717,WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-Jan-01,2,1,INE976A01021,2,WSTCSTPAPR.NS,6.345
1718,XCHANGING,Xchanging Solutions Limited,EQ,09-Mar-05,10,1,INE692G01013,10,XCHANGING.NS,5.6
1719,XELPMOC,Xelpmoc Design And Tech Limited,EQ,04-Feb-19,10,1,INE01P501012,10,XELPMOC.NS,2.97
1720,XPROINDIA,Xpro India Limited,EQ,27-Apr-04,10,1,INE445C01015,10,XPROINDIA.NS,7.07
1721,YAARII,Yaarii Digital Integrated Services Limited,EQ,18-Aug-11,2,1,INE126M01010,2,YAARII.NS,-10.58
1722,YESBANK,Yes Bank Limited,EQ,12-Jul-05,2,1,INE528G01035,2,YESBANK.NS,-1.65
1723,YUKEN,Yuken India Limited,EQ,02-Sep-21,10,1,INE384C01016,10,YUKEN.NS,
1724,ZEEL,Zee Entertainment Enterprises Limited,EQ,09-Sep-98,1,1,INE256A01028,1,ZEEL.NS,8.33
1725,ZEELEARN,Zee Learn Limited,EQ,20-Dec-10,1,1,INE565L01011,1,ZEELEARN.NS,-0.367
1726,ZEEMEDIA,Zee Media Corporation Limited,BE,10-Jan-07,1,1,INE966H01019,1,ZEEMEDIA.NS,1.617
1727,ZENITHEXPO,Zenith Exports Limited,EQ,10-Jul-96,10,1,INE058B01018,10,ZENITHEXPO.NS,-1.412
1728,ZENITHSTL,Zenith Steel Pipes & Industries Limited,BE,30-Apr-07,10,1,INE318D01020,10,ZENITHSTL.NS,-3.167
1729,ZENSARTECH,Zensar Technologies Limited,EQ,09-Jul-03,2,1,INE520A01027,2,ZENSARTECH.NS,13.18
1730,ZENTEC,Zen Technologies Limited,EQ,30-Mar-15,1,1,INE251B01027,1,ZENTEC.NS,0.39
1731,ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-Sep-95,10,1,INE206B01013,10,ZODIACLOTH.NS,-13.736
1732,ZOMATO,Zomato Limited,EQ,23-Jul-21,1,1,INE758T01015,1,ZOMATO.NS,
1733,ZOTA,Zota Health Care LImited,EQ,19-Aug-19,10,1,INE358U01012,10,ZOTA.NS,0.496
1734,ZUARI,Zuari Agro Chemicals Limited,EQ,27-Nov-12,10,1,INE840M01016,10,ZUARI.NS,-37.35
1735,ZUARIGLOB,Zuari Global Limited,EQ,12-Apr-95,10,1,INE217A01012,10,ZUARIGLOB.NS,-81.718
1736,ZYDUSWELL,Zydus Wellness Limited,EQ,13-Nov-09,10,1,INE768C01010,10,ZYDUSWELL.NS,19.55
